Seat Name,Electorate,CON,LAB,LIB,Reform,Green,"SNP/Plaid",Indept.,Other
Tatton,"75,992.000000000",0.292786929,0.434821984,0.059923398,0.178600404,0.033867286,0.000000000,0.000000000,0.000000000
Taunton and Wellington,"77,219.000000000",0.235881247,0.098352280,0.487345583,0.149444373,0.023301644,0.000000000,0.000000000,0.005674872
Telford,"70,351.000000000",0.158462848,0.507188606,0.030344426,0.254198952,0.049805169,0.000000000,0.000000000,0.000000000
Tewkesbury,"72,556.000000000",0.254222100,0.106821994,0.307116105,0.247236966,0.078950392,0.000000000,0.000000000,0.005652444
Thanet East,"74,214.000000000",0.156995582,0.487607827,0.027182832,0.249884284,0.071870398,0.000000000,0.000000000,0.006459078
Thirsk and Malton,"76,632.000000000",0.391224387,0.314388946,0.106375014,0.148397702,0.028725811,0.000000000,0.000000000,0.010888140
Thornbury and Yate,"74,719.000000000",0.290039563,0.107443769,0.462286614,0.121767162,0.018462891,0.000000000,0.000000000,0.000000000
Thurrock,"72,679.000000000",0.183842297,0.466294439,0.040337284,0.257178669,0.046923428,0.000000000,0.000000000,0.005423883
Tipton and Wednesbury,"73,716.000000000",0.244138255,0.528574784,0.010803617,0.173171018,0.039632834,0.000000000,0.000000000,0.003679493
Tiverton and Minehead,"71,003.000000000",0.197935936,0.100847045,0.493291792,0.168552234,0.039372992,0.000000000,0.000000000,0.000000000
Tonbridge,"72,745.000000000",0.319360245,0.190517795,0.090435775,0.150399401,0.243153127,0.000000000,0.000000000,0.006133657
Tooting,"76,953.000000000",0.126069533,0.611538323,0.055778187,0.089894942,0.103956822,0.000000000,0.000000000,0.012762194
Torbay,"76,019.000000000",0.263037992,0.132027198,0.367762512,0.191749614,0.045422683,0.000000000,0.000000000,0.000000000
Torridge and Tavistock,"74,621.000000000",0.348018465,0.275185088,0.107569027,0.170403275,0.082170543,0.000000000,0.000000000,0.016653602
Tottenham,"75,561.000000000",0.060246067,0.717970956,0.027712787,0.074041952,0.097882211,0.000000000,0.000000000,0.022146027
Truro and Falmouth,"72,935.000000000",0.238028416,0.452240348,0.084780448,0.164454579,0.053791732,0.000000000,0.000000000,0.006704477
Tunbridge Wells,"74,822.000000000",0.299034161,0.186572212,0.262054192,0.212728776,0.032526589,0.000000000,0.000000000,0.007084069
Twickenham,"77,386.000000000",0.107748479,0.057038540,0.630572008,0.174734280,0.029906694,0.000000000,0.000000000,0.000000000
Tynemouth,"72,908.000000000",0.140638997,0.565183637,0.029282373,0.194625261,0.054762616,0.000000000,0.000000000,0.015507117
Uxbridge and South Ruislip,"74,828.000000000",0.184650849,0.506617384,0.041135090,0.187095108,0.068757204,0.000000000,0.000000000,0.011744366
Vauxhall and Camberwell Green,"72,629.000000000",0.076125073,0.680345663,0.058403607,0.079005594,0.088064624,0.000000000,0.000000000,0.018055440
Wakefield and Rothwell,"73,602.000000000",0.149865452,0.554295177,0.030035189,0.197598841,0.054398675,0.000000000,0.000000000,0.013806665
Wallasey,"72,516.000000000",0.093914246,0.649318317,0.025824936,0.139675953,0.069116775,0.000000000,0.000000000,0.022149773
Walsall and Bloxwich,"74,080.000000000",0.325878505,0.330295491,0.048447066,0.194906488,0.084397976,0.000000000,0.000000000,0.016074474
Walthamstow,"70,267.000000000",0.066011091,0.711526171,0.030181211,0.071597914,0.096934463,0.000000000,0.000000000,0.023749150
Warrington North,"72,097.000000000",0.132113101,0.531155823,0.028518880,0.248116469,0.048861018,0.000000000,0.000000000,0.011234710
Warrington South,"76,256.000000000",0.209773766,0.539889633,0.041340337,0.167181841,0.035727154,0.000000000,0.000000000,0.006087270
Warwick and Leamington,"75,602.000000000",0.153828193,0.546940364,0.061017609,0.137289620,0.091001070,0.000000000,0.000000000,0.009923144
Warwickshire North and Bedworth,"70,270.000000000",0.270831370,0.424827976,0.042086907,0.216726364,0.045527382,0.000000000,0.000000000,0.000000000
Washington and Gateshead South,"71,731.000000000",0.084186375,0.376257501,0.029076950,0.444934698,0.056852277,0.000000000,0.000000000,0.008692199
Watford,"70,110.000000000",0.229093870,0.428435730,0.126963395,0.156087797,0.055704448,0.000000000,0.000000000,0.003714761
Waveney Valley,"71,189.000000000",0.122948755,0.105387218,0.027835756,0.246293364,0.492676695,0.000000000,0.000000000,0.004858212
Weald of Kent,"70,125.000000000",0.307813176,0.294969599,0.112267438,0.228269533,0.056680254,0.000000000,0.000000000,0.000000000
Wellingborough and Rushden,"77,190.000000000",0.171599873,0.463110509,0.056370010,0.241215839,0.056449685,0.000000000,0.000000000,0.011254083
Wells and Mendip Hills,"69,509.000000000",0.229936002,0.101383313,0.489009023,0.141829312,0.030289780,0.000000000,0.000000000,0.007552570
Welwyn Hatfield,"74,505.000000000",0.230748273,0.488644546,0.059803445,0.168648438,0.052155298,0.000000000,0.000000000,0.000000000
West Bromwich,"71,963.000000000",0.118158403,0.424447306,0.039788581,0.353670316,0.057710882,0.000000000,0.000000000,0.006224512
West Ham and Beckton,"70,621.000000000",0.073965678,0.659394262,0.032393242,0.118908252,0.089907321,0.000000000,0.000000000,0.025431245
Westmorland and Lonsdale,"73,247.000000000",0.181081704,0.055893354,0.625409938,0.116005744,0.016344330,0.000000000,0.000000000,0.005264931
Weston-super-Mare,"69,967.000000000",0.190782778,0.398326030,0.059814326,0.283245758,0.067831108,0.000000000,0.000000000,0.000000000
Wetherby and Easingwold,"71,150.000000000",0.314576400,0.243643625,0.081848436,0.279224113,0.071351146,0.000000000,0.000000000,0.009356280
Whitehaven and Workington,"73,374.000000000",0.128791605,0.559067060,0.016232169,0.246187900,0.049721266,0.000000000,0.000000000,0.000000000
Widnes and Halewood,"70,355.000000000",0.075075975,0.684629542,0.019753456,0.156315542,0.064225485,0.000000000,0.000000000,0.000000000
Wigan,"75,680.000000000",0.109740712,0.523101018,0.027777778,0.258004873,0.062037762,0.000000000,0.000000000,0.019337858
Wiltshire East,"70,844.000000000",0.240889254,0.418180462,0.127009586,0.166772353,0.040975046,0.000000000,0.000000000,0.006173300
Wiltshire South West,"71,331.000000000",0.306452907,0.328564549,0.137806493,0.178779245,0.041875677,0.000000000,0.000000000,0.006521128
Wimbledon,"74,718.000000000",0.176391083,0.139582236,0.536124276,0.097718097,0.037265227,0.000000000,0.000000000,0.012919080
Winchester,"77,307.000000000",0.191869972,0.068366892,0.591912919,0.116268314,0.026477924,0.000000000,0.000000000,0.005103979
Windsor,"73,998.000000000",0.281357535,0.127256715,0.429603536,0.101864083,0.047719230,0.000000000,0.000000000,0.012198901
Wirral West,"71,641.000000000",0.210589875,0.543966558,0.040910358,0.149893172,0.054640037,0.000000000,0.000000000,0.000000000
Witham,"74,881.000000000",0.325633005,0.345901847,0.078306632,0.179545166,0.057403728,0.000000000,0.000000000,0.013209621
Witney,"70,019.000000000",0.298382531,0.142317024,0.387788112,0.140739992,0.027557622,0.000000000,0.000000000,0.003214719
Woking,"71,024.000000000",0.222207557,0.085885059,0.562410438,0.103533449,0.022475300,0.000000000,0.000000000,0.003488197
Wokingham,"70,557.000000000",0.255447176,0.117337064,0.456681295,0.128432631,0.042101834,0.000000000,0.000000000,0.000000000
Wolverhampton North East,"71,096.000000000",0.187192118,0.516028418,0.018466718,0.244547862,0.033764884,0.000000000,0.000000000,0.000000000
Wolverhampton South East,"76,072.000000000",0.050074500,0.518864410,0.010243721,0.372605364,0.048212005,0.000000000,0.000000000,0.000000000
Wolverhampton West,"77,127.000000000",0.183843495,0.545174031,0.025590389,0.178042459,0.061034313,0.000000000,0.000000000,0.006315313
Worcester,"73,485.000000000",0.165410402,0.512000635,0.046514857,0.168187408,0.098067997,0.000000000,0.000000000,0.009818701
Worcestershire West,"76,241.000000000",0.283082535,0.323210214,0.142745098,0.186611947,0.053588691,0.000000000,0.000000000,0.010761514
Worsley and Eccles,"77,299.000000000",0.123013476,0.543021391,0.027389557,0.242569411,0.052592114,0.000000000,0.000000000,0.011414051
Worthing East and Shoreham,"75,196.000000000",0.175510125,0.517114179,0.034577824,0.192109810,0.072475586,0.000000000,0.000000000,0.008212476
Worthing West,"76,124.000000000",0.275180342,0.457277321,0.044767195,0.179724569,0.039077267,0.000000000,0.000000000,0.003973306
"Wrekin, The","75,745.000000000",0.283917119,0.410849367,0.065018089,0.183131886,0.044565039,0.000000000,0.000000000,0.012518500
Wycombe,"71,214.000000000",0.261200051,0.461017453,0.079515054,0.136438915,0.052550002,0.000000000,0.000000000,0.009278526
Wyre Forest,"78,076.000000000",0.291338915,0.393428794,0.058942618,0.196798752,0.044939792,0.000000000,0.000000000,0.014551129
Wythenshawe and Sale East,"76,314.000000000",0.105198074,0.585633529,0.032173299,0.167292320,0.088239191,0.000000000,0.000000000,0.021463587
Yeovil,"76,056.000000000",0.254723199,0.077383568,0.500970269,0.145924868,0.016933948,0.000000000,0.000000000,0.004064148
York Central,"76,303.000000000",0.105716173,0.612225072,0.039830574,0.128487604,0.097633481,0.000000000,0.000000000,0.016107096
York Outer,"73,271.000000000",0.243157895,0.484793233,0.089830827,0.129266917,0.042086466,0.000000000,0.000000000,0.010864662
Aberafan Maesteg,"69,525.000000000",0.093714724,0.563326861,0.023027950,0.192915519,0.044024021,0.061340136,0.000000000,0.021650788
Alyn and Deeside,"75,403.000000000",0.147681650,0.489451311,0.029992915,0.243210265,0.028261041,0.040521924,0.000000000,0.020880894
Bangor Aberconwy,"70,127.000000000",0.198960073,0.404937541,0.021918793,0.157532075,0.021834246,0.188624210,0.000000000,0.006193063
Blaenau Gwent and Rhymney,"70,687.000000000",0.288829591,0.563995215,0.023532389,0.000000000,0.044465403,0.057623298,0.000000000,0.021554104
"Brecon, Radnor and Cwm Tawe","72,621.000000000",0.247712917,0.130400058,0.308955928,0.167156756,0.016935308,0.120634575,0.000000000,0.008204458
Bridgend,"70,710.000000000",0.167158329,0.469552025,0.030131906,0.210986557,0.036095074,0.074149775,0.000000000,0.011926335
Caerphilly,"70,954.000000000",0.125662274,0.414934565,0.021305982,0.211316397,0.042793099,0.183987683,0.000000000,0.000000000
Cardiff East,"75,658.000000000",0.131277882,0.584712997,0.064439377,0.109110737,0.046753247,0.045107564,0.000000000,0.018598196
Cardiff North,"71,374.000000000",0.182680879,0.559173663,0.036430525,0.129044430,0.036034336,0.056636166,0.000000000,0.000000000
Cardiff South and Penarth,"73,492.000000000",0.159865142,0.558442096,0.040374791,0.111568453,0.062837405,0.066912115,0.000000000,0.000000000
Cardiff West,"74,561.000000000",0.151746422,0.481247274,0.040915038,0.139852516,0.051183444,0.126511517,0.000000000,0.008543789
Carmarthen,"72,404.000000000",0.156231366,0.127608825,0.015702644,0.252091578,0.053143239,0.391680671,0.000000000,0.003541678
Ceredigion Preseli,"74,308.000000000",0.120695334,0.160256176,0.052095151,0.165452882,0.022598353,0.478902104,0.000000000,0.000000000
Clwyd East,"76,518.000000000",0.217143181,0.441013625,0.036867666,0.199342391,0.030612823,0.065855364,0.009164950,0.000000000
Clwyd North,"76,558.000000000",0.231326145,0.448795298,0.026526799,0.178447705,0.030399751,0.084504301,0.000000000,0.000000000
Dwyfor Meirionnydd,"72,047.000000000",0.083211838,0.292990961,0.007854644,0.165184429,0.011918647,0.434246975,0.000000000,0.004592506
Gower,"76,005.000000000",0.179018729,0.512122257,0.036002911,0.174882225,0.032594125,0.056072619,0.000000000,0.009307135
Llanelli,"69,600.000000000",0.107964142,0.358169850,0.017539301,0.238837642,0.033801048,0.232904595,0.000000000,0.010783422
Merthyr Tydfil and Aberdare,"74,598.000000000",0.093090190,0.527078985,0.026518730,0.206239701,0.040865649,0.074546853,0.000000000,0.031659892
Monmouthshire,"72,681.000000000",0.292838012,0.466367367,0.032717393,0.141120253,0.029673019,0.034451531,0.000000000,0.002832425
Montgomeryshire and Glyndwr,"74,118.000000000",0.256552027,0.377253039,0.062915427,0.210982255,0.024092297,0.068204954,0.000000000,0.000000000
Neath and Swansea East,"74,090.000000000",0.120456224,0.423545581,0.039345204,0.209485517,0.049478953,0.157688521,0.000000000,0.000000000
Newport East,"75,617.000000000",0.144971553,0.522415194,0.032296702,0.213970997,0.037002182,0.037109124,0.000000000,0.012234247
Newport West and Islwyn,"75,266.000000000",0.159751583,0.470394271,0.029676532,0.244249793,0.035320535,0.055064431,0.000000000,0.005542856
Pembrokeshire Mid and South,"76,780.000000000",0.204248545,0.457642625,0.023072419,0.217367439,0.026219490,0.061166612,0.000000000,0.010282870
Pontypridd,"73,664.000000000",0.138487040,0.251406470,0.056660639,0.209790034,0.056962025,0.277024312,0.000000000,0.009669480
Rhondda and Ogmore,"73,521.000000000",0.074009298,0.582377684,0.021009520,0.190259021,0.049900376,0.082444100,0.000000000,0.000000000
Swansea West,"73,780.000000000",0.136136774,0.482998832,0.053605182,0.167484337,0.053137942,0.094255071,0.000000000,0.012381863
Torfaen,"70,218.000000000",0.146270517,0.460812152,0.032619988,0.245215504,0.044485999,0.054366646,0.000000000,0.016229194
Vale of Glamorgan,"70,148.000000000",0.239672572,0.529723331,0.015508697,0.146941396,0.036494593,0.027987882,0.000000000,0.003671529
Wrexham,"70,870.000000000",0.235972063,0.453110472,0.028369408,0.186974290,0.025558415,0.064285251,0.000000000,0.005730101
Ynys Mon (Anglesey),"51,927.000000000",0.159246625,0.329922155,0.013994577,0.210618385,0.020437914,0.260678154,0.000000000,0.005102190
Aberdeen North,"76,515.000000000",0.121244593,0.282313058,0.045025913,0.104898102,0.029770487,0.409363675,0.000000000,0.007384172
Aberdeen South,"76,047.000000000",0.153507842,0.256764872,0.064204465,0.084446093,0.029956196,0.401741557,0.000000000,0.009378974
Aberdeenshire North and Moray East,"71,236.000000000",0.177525713,0.251181984,0.038010119,0.152558892,0.000000000,0.380723291,0.000000000,0.000000000
Aberdeenshire West and Kincardine,"72,640.000000000",0.237309313,0.274570139,0.073328112,0.095651039,0.017269031,0.298683376,0.000000000,0.003188990
Airdrie and Shotts,"69,843.000000000",0.090445914,0.402732747,0.034801465,0.119394501,0.000000000,0.337761590,0.000000000,0.014863784
Alloa and Grangemouth,"70,834.000000000",0.113472342,0.280442214,0.037064433,0.106375322,0.030127347,0.422702465,0.000000000,0.009815877
Angus and Perthshire Glens,"75,151.000000000",0.165869516,0.215249234,0.035404678,0.139825125,0.000000000,0.435823182,0.000000000,0.007828264
Arbroath and Broughty Ferry,"75,106.000000000",0.140833769,0.227252370,0.042173621,0.103530641,0.000000000,0.475572889,0.000000000,0.010636710
"Argyll, Bute and South Lochaber","70,737.000000000",0.152649229,0.225217975,0.079179841,0.119670403,0.000000000,0.413452141,0.000000000,0.009830411
Ayr Carrick and Cumnock,"71,971.000000000",0.152782503,0.324935465,0.036739840,0.143417445,0.021911832,0.311168031,0.000000000,0.009044884
Ayrshire Central,"69,742.000000000",0.146556846,0.334132399,0.035650624,0.127256336,0.022394329,0.327739873,0.000000000,0.006269592
Ayrshire North and Arran,"73,534.000000000",0.136547277,0.267345195,0.039235491,0.108752234,0.027425996,0.411797840,0.000000000,0.008895968
Bathgate and Linlithgow,"70,467.000000000",0.080950598,0.438193391,0.026720791,0.082349696,0.045559343,0.316806905,0.000000000,0.009419276
"Berwickshire, Roxburgh and Selkirk","74,518.000000000",0.244751980,0.268825639,0.063592559,0.115960705,0.016640520,0.285858359,0.000000000,0.004370238
Caithness Sutherland and Easter Ross,"74,896.000000000",0.069261117,0.072914130,0.485688309,0.075706655,0.024223532,0.262757131,0.000000000,0.009449126
Coatbridge and Bellshill,"71,594.000000000",0.069092565,0.508486504,0.027922669,0.081594635,0.032103825,0.269084285,0.000000000,0.011715516
Cowdenbeath and Kirkcaldy,"70,191.000000000",0.101626601,0.442678237,0.040161221,0.098130745,0.038022579,0.268543462,0.000000000,0.010837155
Cumbernauld and Kirkintilloch,"69,904.000000000",0.093555223,0.345965262,0.028525721,0.070659852,0.091103632,0.370190310,0.000000000,0.000000000
Dumfries and Galloway,"76,172.000000000",0.233992684,0.193455023,0.053996946,0.226801378,0.024699031,0.262278490,0.000000000,0.004776448
"Dumfriesshire, Clydesdale and Tweeddale","70,255.000000000",0.287008622,0.353463393,0.034414730,0.061066053,0.025628379,0.235733596,0.000000000,0.002685226
Dunbartonshire West,"69,016.000000000",0.087164019,0.378179038,0.033427680,0.108361052,0.042084168,0.336879945,0.000000000,0.013904097
Dundee Central,"74,801.000000000",0.072447323,0.407117563,0.034648720,0.081603506,0.000000000,0.392307241,0.000000000,0.011875648
Dunfermline and Dollar,"70,060.000000000",0.120329025,0.313826870,0.050567959,0.093223658,0.044163729,0.368331375,0.000000000,0.009557383
East Kilbride and Strathaven,"74,435.000000000",0.106908302,0.409186956,0.036987683,0.084464411,0.034531991,0.314652301,0.000000000,0.013268356
Edinburgh East and Musselburgh,"75,152.000000000",0.094320181,0.344768774,0.057064686,0.068434985,0.073853643,0.351253398,0.000000000,0.010304333
Edinburgh North and Leith,"78,178.000000000",0.078023311,0.222222222,0.061945332,0.090507041,0.153990652,0.384939652,0.000000000,0.008371790
Edinburgh South,"71,688.000000000",0.095253560,0.547927188,0.076790673,0.045093613,0.066917818,0.157462287,0.000000000,0.010554861
Edinburgh South West,"73,516.000000000",0.114052252,0.366217342,0.057216364,0.069790195,0.039497047,0.341015328,0.000000000,0.012211472
Edinburgh West,"75,666.000000000",0.100192292,0.125290528,0.378095477,0.108285260,0.046852270,0.232221386,0.000000000,0.009062787
Falkirk,"73,900.000000000",0.117878459,0.265948376,0.041430897,0.106251453,0.029784513,0.430160453,0.000000000,0.008545849
Fife North East,"70,255.000000000",0.083323803,0.059666378,0.427532799,0.061675952,0.073145228,0.294655840,0.000000000,0.000000000
Glasgow East,"70,653.000000000",0.075237720,0.373581351,0.027167959,0.192038035,0.118925551,0.201744008,0.000000000,0.011305377
Glasgow North,"75,508.000000000",0.065300239,0.494421736,0.041545722,0.055348222,0.054696602,0.277195269,0.000000000,0.011492210
Glasgow North East,"76,435.000000000",0.064220380,0.517597412,0.029968083,0.083349399,0.036737142,0.256088940,0.000000000,0.012038644
Glasgow South,"72,763.000000000",0.076946797,0.450415262,0.038607022,0.065146781,0.045719924,0.311364197,0.000000000,0.011800016
Glasgow South West,"70,821.000000000",0.128011930,0.307609293,0.058335296,0.123381210,0.040636528,0.331214190,0.000000000,0.010811553
Glasgow West,"72,836.000000000",0.042716425,0.595157777,0.021859398,0.032345741,0.084469033,0.217090425,0.000000000,0.006361201
Glenrothes and Mid Fife,"68,703.000000000",0.089909019,0.354846470,0.030990290,0.124442306,0.000000000,0.399811915,0.000000000,0.000000000
Gordon and Buchan,"69,002.000000000",0.192052980,0.236076757,0.071411474,0.118287720,0.000000000,0.382171068,0.000000000,0.000000000
Hamilton and Clyde Valley,"74,123.000000000",0.108337962,0.441569138,0.038079185,0.096040761,0.000000000,0.305265577,0.000000000,0.010707376
Inverclyde and Renfrewshire West,"69,793.000000000",0.075580210,0.499184240,0.047477261,0.052290248,0.031835053,0.283456377,0.000000000,0.010176612
"Inverness, Skye and West Ross-shire","77,420.000000000",0.155873278,0.206511021,0.151690575,0.065619135,0.027290944,0.381866472,0.000000000,0.011148573
Kilmarnock and Loudoun,"74,517.000000000",0.105283132,0.370198742,0.033316688,0.099211026,0.027823829,0.350104864,0.000000000,0.014061720
Livingston,"74,224.000000000",0.098689102,0.387712776,0.036392095,0.093249853,0.032772452,0.340716103,0.000000000,0.010467619
Lothian East,"70,354.000000000",0.132915310,0.380254408,0.072807876,0.079976836,0.043333267,0.283962697,0.000000000,0.006749606
Mid Dunbartonshire,"73,389.000000000",0.108621837,0.109372601,0.416571399,0.052621700,0.020185302,0.279659426,0.000000000,0.012967734
Midlothian,"70,544.000000000",0.100145980,0.442098106,0.039734437,0.088547603,0.000000000,0.319435279,0.000000000,0.010038595
"Moray West, Nairn and Strathspey","75,420.000000000",0.163254996,0.258494873,0.045486865,0.141063543,0.022734077,0.361761844,0.000000000,0.007203802
"Motherwell, Wishaw and Carluke","71,444.000000000",0.084018399,0.238451752,0.033494813,0.143496770,0.024491094,0.465208456,0.000000000,0.010838716
Na h-Eileanan An Iar (Western Isles),"21,106.000000000",0.105618424,0.226259017,0.032095824,0.088081530,0.000000000,0.285685924,0.000000000,0.262259281
Orkney and Shetland,"34,210.000000000",0.086618071,0.200908927,0.336798056,0.144573434,0.024163067,0.206938445,0.000000000,0.000000000
Paisley and Renfrewshire North,"69,791.000000000",0.100508005,0.416118521,0.039608169,0.085024995,0.029589751,0.329150560,0.000000000,0.000000000
Paisley and Renfrewshire South,"68,828.000000000",0.089373138,0.422074540,0.033415971,0.077644216,0.029520218,0.335847170,0.000000000,0.012124747
Perth and Kinross-shire,"75,339.000000000",0.170545396,0.241591140,0.044924414,0.118480796,0.000000000,0.417834440,0.000000000,0.006623814
Renfrewshire East,"72,232.000000000",0.059958764,0.584169673,0.018950305,0.116021346,0.011051818,0.205830630,0.000000000,0.004017465
Rutherglen,"70,291.000000000",0.082512864,0.516206799,0.038551923,0.075321097,0.000000000,0.276042300,0.000000000,0.011365018
Stirling and Strathallan,"75,296.000000000",0.091194068,0.582776399,0.032922793,0.047419006,0.013048183,0.232639552,0.000000000,0.000000000
